14:07:39.1720 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1721 [INFO] uart5: [virt: 34.28s (+14.8ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 48 latency next_fit
14:07:39.1734 [INFO] uart5: [output] Begin synthetic workload!
14:07:39.1735 [INFO] uart5: [virt:  34.28s (+0.2ms)] Begin synthetic workload!
14:07:39.1851 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 16384, 'slab resets': 0,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 427478, 'allocation': true}
14:07:51.3424 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 823968, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103072, 'obj-in-use': 38, 'instruction count': 1629, 'allocation': true}
14:07:51.3425 [INFO] uart5: [virt:  34.67s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 823968, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103072, 'obj-in-use': 38, 'instruction count': 1629, 'allocation': true}
14:07:51.3825 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 823984, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103088, 'obj-in-use': 39, 'instruction count': 1602, 'allocation': true}
14:07:51.3826 [INFO] uart5: [virt:  34.67s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 823984, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103088, 'obj-in-use': 39, 'instruction count': 1602, 'allocation': true}
14:07:51.4265 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103104, 'obj-in-use': 40, 'instruction count': 1628, 'allocation': true}
14:07:51.4266 [INFO] uart5: [virt:  34.67s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103104, 'obj-in-use': 40, 'instruction count': 1628, 'allocation': true}
14:07:51.4764 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103088, 'obj-in-use': 39, 'instruction count': 1527, 'allocation': false}
14:07:51.4765 [INFO] uart5: [virt:  34.67s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103088, 'obj-in-use': 39, 'instruction count': 1527, 'allocation': false}
14:07:51.5233 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103056, 'obj-in-use': 38, 'instruction count': 1530, 'allocation': false}
14:07:51.5234 [INFO] uart5: [virt:  34.67s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 103056, 'obj-in-use': 38, 'instruction count': 1530, 'allocation': false}
14:07:51.5720 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 102032, 'obj-in-use': 37, 'instruction count': 24277, 'allocation': false}
14:07:51.5721 [INFO] uart5: [virt:  34.67s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 102032, 'obj-in-use': 37, 'instruction count': 24277, 'allocation': false}
14:07:51.6173 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101008, 'obj-in-use': 36, 'instruction count': 1393, 'allocation': false}
14:07:51.6175 [INFO] uart5: [virt:  34.67s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824000, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101008, 'obj-in-use': 36, 'instruction count': 1393, 'allocation': false}
14:07:51.6648 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824016, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101024, 'obj-in-use': 37, 'instruction count': 1628, 'allocation': true}
14:07:51.6650 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824016, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101024, 'obj-in-use': 37, 'instruction count': 1628, 'allocation': true}
14:07:51.7099 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824528, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101536, 'obj-in-use': 38, 'instruction count': 1960, 'allocation': true}
14:07:51.7100 [INFO] uart5: [virt:  34.68s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824528, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 101536, 'obj-in-use': 38, 'instruction count': 1960, 'allocation': true}
14:07:51.7617 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824528, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64672, 'obj-in-use': 29, 'instruction count': 12537, 'allocation': false}
14:07:51.7618 [INFO] uart5: [virt:  34.68s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824528, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64672, 'obj-in-use': 29, 'instruction count': 12537, 'allocation': false}
14:07:51.8134 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824560, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64704, 'obj-in-use': 30, 'instruction count': 1633, 'allocation': true}
14:07:51.8135 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824560, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64704, 'obj-in-use': 30, 'instruction count': 1633, 'allocation': true}
14:07:51.8640 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824576, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64720, 'obj-in-use': 31, 'instruction count': 1628, 'allocation': true}
14:07:51.8641 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824576, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64720, 'obj-in-use': 31, 'instruction count': 1628, 'allocation': true}
14:07:51.9100 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 824576, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63696, 'obj-in-use': 30, 'instruction count': 1433, 'allocation': false}
14:07:51.9102 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 824576, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63696, 'obj-in-use': 30, 'instruction count': 1433, 'allocation': false}
14:07:51.9601 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64208, 'obj-in-use': 31, 'instruction count': 1634, 'allocation': true}
14:07:51.9602 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64208, 'obj-in-use': 31, 'instruction count': 1634, 'allocation': true}
14:07:52.0083 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64192, 'obj-in-use': 30, 'instruction count': 1541, 'allocation': false}
14:07:52.0084 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 64192, 'obj-in-use': 30, 'instruction count': 1541, 'allocation': false}
14:07:52.0546 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63936, 'obj-in-use': 29, 'instruction count': 1395, 'allocation': false}
14:07:52.0571 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 825088, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63936, 'obj-in-use': 29, 'instruction count': 1395, 'allocation': false}
14:07:52.1035 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 825104, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63952, 'obj-in-use': 30, 'instruction count': 1602, 'allocation': true}
14:07:52.1035 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 825104, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 63952, 'obj-in-use': 30, 'instruction count': 1602, 'allocation': true}
14:07:52.1459 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 853776, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92624, 'obj-in-use': 37, 'instruction count': 2009, 'allocation': true}
14:07:52.1460 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 853776, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92624, 'obj-in-use': 37, 'instruction count': 2009, 'allocation': true}
14:07:52.1914 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 853792, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92640, 'obj-in-use': 38, 'instruction count': 1628, 'allocation': true}
14:07:52.1915 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 853792, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92640, 'obj-in-use': 38, 'instruction count': 1628, 'allocation': true}
14:07:52.2401 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 853792, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92128, 'obj-in-use': 37, 'instruction count': 3334, 'allocation': false}
14:07:52.2402 [INFO] uart5: [virt:  34.68s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 853792, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92128, 'obj-in-use': 37, 'instruction count': 3334, 'allocation': false}
14:07:52.3001 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92384, 'obj-in-use': 38, 'instruction count': 1616, 'allocation': true}
14:07:52.3003 [INFO] uart5: [virt:  34.68s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 92384, 'obj-in-use': 38, 'instruction count': 1616, 'allocation': true}
14:07:52.3487 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 88288, 'obj-in-use': 37, 'instruction count': 1555, 'allocation': false}
14:07:52.3488 [INFO] uart5: [virt:  34.68s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 88288, 'obj-in-use': 37, 'instruction count': 1555, 'allocation': false}
14:07:52.3999 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 59616, 'obj-in-use': 30, 'instruction count': 9789, 'allocation': false}
14:07:52.4000 [INFO] uart5: [virt:  34.68s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 854048, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 59616, 'obj-in-use': 30, 'instruction count': 9789, 'allocation': false}
14:07:52.4512 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 890912, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96480, 'obj-in-use': 39, 'instruction count': 2147, 'allocation': true}
14:07:52.4513 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 890912, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96480, 'obj-in-use': 39, 'instruction count': 2147, 'allocation': true}
14:07:52.5019 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 890912, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96448, 'obj-in-use': 38, 'instruction count': 1534, 'allocation': false}
14:07:52.5021 [INFO] uart5: [virt:  34.69s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 890912, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96448, 'obj-in-use': 38, 'instruction count': 1534, 'allocation': false}
14:07:52.5532 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 890944, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96480, 'obj-in-use': 39, 'instruction count': 1655, 'allocation': true}
14:07:52.5533 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 890944, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 96480, 'obj-in-use': 39, 'instruction count': 1655, 'allocation': true}
14:07:52.6018 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 890944, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 95968, 'obj-in-use': 38, 'instruction count': 13072, 'allocation': false}
14:07:52.6019 [INFO] uart5: [virt:  34.69s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 890944, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 95968, 'obj-in-use': 38, 'instruction count': 13072, 'allocation': false}
14:07:52.6529 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 895040, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100064, 'obj-in-use': 39, 'instruction count': 1593, 'allocation': true}
14:07:52.6531 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 895040, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 100064, 'obj-in-use': 39, 'instruction count': 1593, 'allocation': true}
14:07:52.6986 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 899136, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 104160, 'obj-in-use': 40, 'instruction count': 1605, 'allocation': true}
14:07:52.6988 [INFO] uart5: [virt:  34.69s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 899136, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 104160, 'obj-in-use': 40, 'instruction count': 1605, 'allocation': true}
14:07:52.7495 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 899136, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 104144, 'obj-in-use': 39, 'instruction count': 1531, 'allocation': false}
14:07:52.7497 [INFO] uart5: [virt:  34.69s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 899136, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 104144, 'obj-in-use': 39, 'instruction count': 1531, 'allocation': false}
14:07:52.7962 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 136912, 'obj-in-use': 47, 'instruction count': 2089, 'allocation': true}
14:07:52.7964 [INFO] uart5: [virt:  34.69s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 136912, 'obj-in-use': 47, 'instruction count': 2089, 'allocation': true}
14:07:52.8493 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 136896, 'obj-in-use': 46, 'instruction count': 1531, 'allocation': false}
14:07:52.8494 [INFO] uart5: [virt:  34.69s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 136896, 'obj-in-use': 46, 'instruction count': 1531, 'allocation': false}
14:07:52.9102 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 132800, 'obj-in-use': 45, 'instruction count': 1579, 'allocation': false}
14:07:52.9102 [INFO] uart5: [virt:  34.69s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 132800, 'obj-in-use': 45, 'instruction count': 1579, 'allocation': false}
14:07:52.9626 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 132768, 'obj-in-use': 44, 'instruction count': 1548, 'allocation': false}
14:07:52.9628 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 132768, 'obj-in-use': 44, 'instruction count': 1548, 'allocation': false}
14:07:53.0147 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 120480, 'obj-in-use': 41, 'instruction count': 4303, 'allocation': false}
14:07:53.0149 [INFO] uart5: [virt:  34.69s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 120480, 'obj-in-use': 41, 'instruction count': 4303, 'allocation': false}
14:07:53.0743 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116384, 'obj-in-use': 40, 'instruction count': 1565, 'allocation': false}
14:07:53.0744 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931904, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116384, 'obj-in-use': 40, 'instruction count': 1565, 'allocation': false}
14:07:53.1228 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931920, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116400, 'obj-in-use': 41, 'instruction count': 1628, 'allocation': true}
14:07:53.1230 [INFO] uart5: [virt:  34.69s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931920, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116400, 'obj-in-use': 41, 'instruction count': 1628, 'allocation': true}
14:07:53.1696 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116416, 'obj-in-use': 42, 'instruction count': 1628, 'allocation': true}
14:07:53.1729 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116416, 'obj-in-use': 42, 'instruction count': 1628, 'allocation': true}
14:07:53.2228 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116400, 'obj-in-use': 41, 'instruction count': 1517, 'allocation': false}
14:07:53.2230 [INFO] uart5: [virt:  34.69s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116400, 'obj-in-use': 41, 'instruction count': 1517, 'allocation': false}
14:07:53.2744 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116384, 'obj-in-use': 40, 'instruction count': 1541, 'allocation': false}
14:07:53.2745 [INFO] uart5: [virt:   34.7s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 116384, 'obj-in-use': 40, 'instruction count': 1541, 'allocation': false}
14:07:53.3240 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115872, 'obj-in-use': 39, 'instruction count': 3378, 'allocation': false}
14:07:53.3242 [INFO] uart5: [virt:   34.7s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115872, 'obj-in-use': 39, 'instruction count': 3378, 'allocation': false}
14:07:53.3705 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115840, 'obj-in-use': 38, 'instruction count': 1548, 'allocation': false}
14:07:53.3706 [INFO] uart5: [virt:   34.7s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115840, 'obj-in-use': 38, 'instruction count': 1548, 'allocation': false}
14:07:53.4180 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115808, 'obj-in-use': 37, 'instruction count': 1532, 'allocation': false}
14:07:53.4181 [INFO] uart5: [virt:   34.7s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931936, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115808, 'obj-in-use': 37, 'instruction count': 1532, 'allocation': false}
14:07:53.4658 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115824, 'obj-in-use': 38, 'instruction count': 1628, 'allocation': true}
14:07:53.4660 [INFO] uart5: [virt:   34.7s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115824, 'obj-in-use': 38, 'instruction count': 1628, 'allocation': true}
14:07:53.5269 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115568, 'obj-in-use': 37, 'instruction count': 7237, 'allocation': false}
14:07:53.5270 [INFO] uart5: [virt: 34.71s (+10.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115568, 'obj-in-use': 37, 'instruction count': 7237, 'allocation': false}
14:07:53.5741 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115552, 'obj-in-use': 36, 'instruction count': 1527, 'allocation': false}
14:07:53.5742 [INFO] uart5: [virt:  34.71s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 115552, 'obj-in-use': 36, 'instruction count': 1527, 'allocation': false}
14:07:53.6269 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 78688, 'obj-in-use': 27, 'instruction count': 12511, 'allocation': false}
14:07:53.6270 [INFO] uart5: [virt:  34.71s (+0.8ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 931952, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 78688, 'obj-in-use': 27, 'instruction count': 12511, 'allocation': false}
14:07:53.6827 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 952432, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 99168, 'obj-in-use': 32, 'instruction count': 1873, 'allocation': true}
14:07:53.6828 [INFO] uart5: [virt:  34.71s (+0.5ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 952432, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 99168, 'obj-in-use': 32, 'instruction count': 1873, 'allocation': true}
14:07:53.7378 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 952448, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 99184, 'obj-in-use': 33, 'instruction count': 1628, 'allocation': true}
14:07:53.7378 [INFO] uart5: [virt:  34.71s (+0.7ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 952448, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 99184, 'obj-in-use': 33, 'instruction count': 1628, 'allocation': true}
14:07:53.7993 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 977024, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 123760, 'obj-in-use': 39, 'instruction count': 1941, 'allocation': true}
14:07:53.7994 [INFO] uart5: [virt:  34.71s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 977024, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 123760, 'obj-in-use': 39, 'instruction count': 1941, 'allocation': true}
14:07:53.8557 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 977536, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 124272, 'obj-in-use': 40, 'instruction count': 1660, 'allocation': true}
14:07:53.8558 [INFO] uart5: [virt:  34.71s (+0.6ms)] cantrip_memory_manager::memory_manager::{'bytes requested': 977536, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 124272, 'obj-in-use': 40, 'instruction count': 1660, 'allocation': true}
14:07:53.9082 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::{'bytes requested': 977536, 'slab resets': 8,'untyped_too_small': 0, 'oom': 0, 'bytes in-use': 124256, 'obj-in-use': 39, 'instruction count': 1537, 'allocation': false}
