11:14:10.6901 [INFO] uart5: [output] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6902 [INFO] uart5: [virt: 24.21s (+17.7ms)] CANTRIP> [ssynthetic_random_alloc 42 1000 64 latency next_fit
11:14:10.6915 [INFO] uart5: [output] Begin synthetic workload!
11:14:10.6916 [INFO] uart5: [virt:  24.21s (+0.2ms)] Begin synthetic workload!
11:14:10.7021 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16384, 'obj-in-use': 1, 'instruction count': 424541, 'allocation': true}
11:14:19.6792 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:19.6793 [INFO] uart5: [virt:  24.61s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:19.7126 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:19.7126 [INFO] uart5: [virt:  24.61s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:19.7380 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 1603, 'allocation': true}
11:14:19.7381 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 1603, 'allocation': true}
11:14:19.7656 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1422, 'allocation': false}
11:14:19.7657 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1422, 'allocation': false}
11:14:19.7957 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:19.7958 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:19.8236 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8137, 'allocation': true}
11:14:19.8238 [INFO] uart5: [virt:  24.62s (+0.6ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8137, 'allocation': true}
11:14:19.8515 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 272, 'obj-in-use': 2, 'instruction count': 1766, 'allocation': true}
11:14:19.8516 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 272, 'obj-in-use': 2, 'instruction count': 1766, 'allocation': true}
11:14:19.8765 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 256, 'obj-in-use': 1, 'instruction count': 1384, 'allocation': false}
11:14:19.8766 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 256, 'obj-in-use': 1, 'instruction count': 1384, 'allocation': false}
11:14:19.9009 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:19.9010 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:19.9265 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:19.9266 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:19.9566 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1644, 'allocation': true}
11:14:19.9567 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1644, 'allocation': true}
11:14:19.9889 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1591, 'allocation': true}
11:14:19.9891 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1591, 'allocation': true}
11:14:20.0192 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9216, 'obj-in-use': 4, 'instruction count': 1644, 'allocation': true}
11:14:20.0193 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9216, 'obj-in-use': 4, 'instruction count': 1644, 'allocation': true}
11:14:20.0443 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5120, 'obj-in-use': 3, 'instruction count': 1398, 'allocation': false}
11:14:20.0444 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5120, 'obj-in-use': 3, 'instruction count': 1398, 'allocation': false}
11:14:20.0720 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:20.0721 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:20.0968 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1464, 'allocation': false}
11:14:20.0969 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1464, 'allocation': false}
11:14:20.1241 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:20.1243 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2519, 'allocation': false}
11:14:20.1532 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 11763, 'allocation': true}
11:14:20.1533 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 11763, 'allocation': true}
11:14:20.1787 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:20.1788 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:20.2040 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:20.2041 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:20.2288 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:20.2288 [INFO] uart5: [virt:  24.62s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:20.2527 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:20.2528 [INFO] uart5: [virt:  24.62s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1669, 'allocation': true}
11:14:20.3002 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:20.3003 [INFO] uart5: [virt: 24.63s (+10.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:20.3253 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:20.3254 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:20.3514 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:20.3514 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:20.3816 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:20.3817 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 64, 'obj-in-use': 1, 'instruction count': 1622, 'allocation': true}
11:14:20.4103 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:20.4104 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1251, 'allocation': false}
11:14:20.4378 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 2027, 'allocation': true}
11:14:20.4380 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 2027, 'allocation': true}
11:14:20.4639 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:20.4640 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1289, 'allocation': false}
11:14:20.4940 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1907, 'allocation': true}
11:14:20.4942 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1907, 'allocation': true}
11:14:20.5249 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2574, 'allocation': false}
11:14:20.5250 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 2574, 'allocation': false}
11:14:20.5585 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:20.5587 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1866, 'allocation': true}
11:14:20.5944 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4128, 'obj-in-use': 2, 'instruction count': 1639, 'allocation': true}
11:14:20.5945 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4128, 'obj-in-use': 2, 'instruction count': 1639, 'allocation': true}
11:14:20.6261 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4160, 'obj-in-use': 3, 'instruction count': 1627, 'allocation': true}
11:14:20.6263 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4160, 'obj-in-use': 3, 'instruction count': 1627, 'allocation': true}
11:14:20.6566 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8256, 'obj-in-use': 4, 'instruction count': 1591, 'allocation': true}
11:14:20.6567 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8256, 'obj-in-use': 4, 'instruction count': 1591, 'allocation': true}
11:14:20.6902 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 3, 'instruction count': 1549, 'allocation': false}
11:14:20.6903 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8224, 'obj-in-use': 3, 'instruction count': 1549, 'allocation': false}
11:14:20.7215 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1970, 'allocation': true}
11:14:20.7216 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1970, 'allocation': true}
11:14:20.7534 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9248, 'obj-in-use': 5, 'instruction count': 1636, 'allocation': true}
11:14:20.7536 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 9248, 'obj-in-use': 5, 'instruction count': 1636, 'allocation': true}
11:14:20.7838 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1532, 'allocation': false}
11:14:20.7839 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1532, 'allocation': false}
11:14:20.8103 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12832, 'obj-in-use': 5, 'instruction count': 1591, 'allocation': true}
11:14:20.8104 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 12832, 'obj-in-use': 5, 'instruction count': 1591, 'allocation': true}
11:14:20.8370 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1464, 'allocation': false}
11:14:20.8371 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8736, 'obj-in-use': 4, 'instruction count': 1464, 'allocation': false}
11:14:20.8640 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1553, 'allocation': false}
11:14:20.8641 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8704, 'obj-in-use': 3, 'instruction count': 1553, 'allocation': false}
11:14:20.8939 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:20.8940 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 8192, 'obj-in-use': 2, 'instruction count': 3008, 'allocation': false}
11:14:20.9211 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1422, 'allocation': false}
11:14:20.9213 [INFO] uart5: [virt:  24.64s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4096, 'obj-in-use': 1, 'instruction count': 1422, 'allocation': false}
11:14:20.9494 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:20.9496 [INFO] uart5: [virt:  24.64s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1286, 'allocation': false}
11:14:20.9847 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 17943, 'allocation': true}
11:14:20.9848 [INFO] uart5: [virt:  24.65s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 17943, 'allocation': true}
11:14:21.0174 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:21.0176 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:21.0491 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2144, 'allocation': true}
11:14:21.0492 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32768, 'obj-in-use': 8, 'instruction count': 2144, 'allocation': true}
11:14:21.0763 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:21.0764 [INFO] uart5: [virt:  24.65s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 9953, 'allocation': false}
11:14:21.1070 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 27969, 'allocation': true}
11:14:21.1071 [INFO] uart5: [virt:  24.65s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 27969, 'allocation': true}
11:14:21.1349 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:21.1350 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1626, 'allocation': true}
11:14:21.1610 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 3, 'instruction count': 1600, 'allocation': true}
11:14:21.1611 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 3, 'instruction count': 1600, 'allocation': true}
11:14:21.1920 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1546, 'allocation': false}
11:14:21.1921 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 32, 'obj-in-use': 2, 'instruction count': 1546, 'allocation': false}
11:14:21.2235 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1420, 'allocation': false}
11:14:21.2236 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1420, 'allocation': false}
11:14:21.2632 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:21.2634 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:21.2981 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:21.2982 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 1695, 'allocation': true}
11:14:21.3330 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 24592, 'obj-in-use': 7, 'instruction count': 1939, 'allocation': true}
11:14:21.3331 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 24592, 'obj-in-use': 7, 'instruction count': 1939, 'allocation': true}
11:14:21.3724 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8359, 'allocation': false}
11:14:21.3726 [INFO] uart5: [virt:  24.65s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 8359, 'allocation': false}
11:14:21.4106 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:21.4107 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1276, 'allocation': false}
11:14:21.4392 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 24591, 'allocation': true}
11:14:21.4393 [INFO] uart5: [virt:  24.65s (+0.7ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 16, 'obj-in-use': 1, 'instruction count': 24591, 'allocation': true}
11:14:21.4670 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:21.4671 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 0, 'obj-in-use': 0, 'instruction count': 1256, 'allocation': false}
11:14:21.4975 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1701, 'allocation': true}
11:14:21.4976 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1701, 'allocation': true}
11:14:21.5279 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:21.5280 [INFO] uart5: [virt:  24.65s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 1536, 'obj-in-use': 2, 'instruction count': 2342, 'allocation': true}
11:14:21.5569 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1438, 'allocation': false}
11:14:21.5570 [INFO] uart5: [virt:  24.65s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 512, 'obj-in-use': 1, 'instruction count': 1438, 'allocation': false}
11:14:21.5870 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:21.5871 [INFO] uart5: [virt:  24.66s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4608, 'obj-in-use': 2, 'instruction count': 1591, 'allocation': true}
11:14:21.6243 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4640, 'obj-in-use': 3, 'instruction count': 1639, 'allocation': true}
11:14:21.6275 [INFO] uart5: [virt:  24.66s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4640, 'obj-in-use': 3, 'instruction count': 1639, 'allocation': true}
11:14:21.6662 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5152, 'obj-in-use': 4, 'instruction count': 1632, 'allocation': true}
11:14:21.6663 [INFO] uart5: [virt:  24.66s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5152, 'obj-in-use': 4, 'instruction count': 1632, 'allocation': true}
11:14:21.7098 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5168, 'obj-in-use': 5, 'instruction count': 1626, 'allocation': true}
11:14:21.7100 [INFO] uart5: [virt: 24.67s (+10.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 5168, 'obj-in-use': 5, 'instruction count': 1626, 'allocation': true}
11:14:21.7393 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4656, 'obj-in-use': 4, 'instruction count': 3339, 'allocation': false}
11:14:21.7394 [INFO] uart5: [virt:  24.67s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4656, 'obj-in-use': 4, 'instruction count': 3339, 'allocation': false}
11:14:21.7692 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 1539, 'allocation': false}
11:14:21.7693 [INFO] uart5: [virt:  24.67s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4624, 'obj-in-use': 3, 'instruction count': 1539, 'allocation': false}
11:14:21.7995 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4656, 'obj-in-use': 4, 'instruction count': 1627, 'allocation': true}
11:14:21.7996 [INFO] uart5: [virt:  24.67s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 4656, 'obj-in-use': 4, 'instruction count': 1627, 'allocation': true}
11:14:21.8336 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 560, 'obj-in-use': 3, 'instruction count': 1560, 'allocation': false}
11:14:21.8336 [INFO] uart5: [virt:  24.67s (+0.4ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 560, 'obj-in-use': 3, 'instruction count': 1560, 'allocation': false}
11:14:21.8652 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 592, 'obj-in-use': 4, 'instruction count': 1627, 'allocation': true}
11:14:21.8653 [INFO] uart5: [virt:  24.67s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 592, 'obj-in-use': 4, 'instruction count': 1627, 'allocation': true}
11:14:21.9023 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 80, 'obj-in-use': 3, 'instruction count': 2866, 'allocation': false}
11:14:21.9025 [INFO] uart5: [virt:  24.67s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 80, 'obj-in-use': 3, 'instruction count': 2866, 'allocation': false}
11:14:21.9414 [INFO] uart5: [output] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1549, 'allocation': false}
11:14:21.9416 [INFO] uart5: [virt:  24.67s (+0.5ms)] cantrip_memory_manager::memory_manager::'{'bytes in-use': 48, 'obj-in-use': 2, 'instruction count': 1549, 'allocation': false}
